#bins ; #resources; Avg #items ; Avg %usage ; Avg max % usage;nothing_pn;nothing_ns;shuff1_pn;shuff1_ns;1/C_pn;1/C_ns;1/R_pn;1/R_ns;R/C_pn;R/C_ns;ic_shuff_pn;ic_shuff_ns;ic_dyn_1/C_pn;ic_dyn_1/C_ns;ic_dyn_1/R_pn;ic_dyn_1/R_ns;ic_dyn_R/C_pn;ic_dyn_R/C_ns;bc_shuff_pn;bc_shuff_ns;bc_dyn_1/C_pn;bc_dyn_1/C_ns;bc_dyn_1/R_pn;bc_dyn_1/R_ns;bc_dyn_R/C_pn;bc_dyn_R/C_ns;bb_nothing_pn;bb_nothing_ns;bb_shuff1_pn;bb_shuff1_ns;bb_shuff_pn;bb_shuff_ns;bb_st_1/C_pn;bb_st_1/C_ns;bb_dyn_1/C_pn;bb_dyn_1/C_ns;bb_st_1/R_pn;bb_st_1/R_ns;bb_dyn_1/R_pn;bb_dyn_1/R_ns;bb_st_R/C_pn;bb_st_R/C_ns;bb_dyn_R/C_pn;bb_dyn_R/C_ns;sbb_nothing_pn;sbb_nothing_ns;sbb_shuff1_pn;sbb_shuff1_ns;sbb_shuff_pn;sbb_shuff_ns;sbb_st_1/C_pn;sbb_st_1/C_ns;sbb_dyn_1/C_pn;sbb_dyn_1/C_ns;sbb_st_1/R_pn;sbb_st_1/R_ns;sbb_dyn_1/R_pn;sbb_dyn_1/R_ns;sbb_st_R/C_pn;sbb_st_R/C_ns;sbb_dyn_R/C_pn;sbb_dyn_R/C_ns;
10;2;49;0.928718008071;0.940643531076;0.938092454825;1;0.93963515337;0;0.957830468592;64;0.958905154319;65;0.963610768591;68;0.925584644113;0;0.947245793751;58;0.9462570218;55;0.947801522573;57;0.94516612464;0;0.957991161037;68;0.960700232558;62;0.959284700245;66;0.928651646394;0;0.925784477564;1;0.925704383574;0;0.887928865108;10;0.895541743866;16;0.886011764088;13;0.891449474452;14;0.889256911425;8;0.890977716847;10;0.934614718566;0;0.934788391845;0;0.92946342662;0;0.937725026473;39;0.929805887969;33;0.937520021561;37;0.930417866537;33;0.940410628735;43;0.938926028378;46;
10;5;49;0.926363451671;0.950468753312;0.822631375847;0;0.820870640466;0;0.822693741842;0;0.819159394976;0;0.818839292988;0;0.810042846014;0;0.809197924526;0;0.801653406668;0;0.802292374007;0;0.827205716711;0;0.802760301386;0;0.812793597854;0;0.811098897656;0;0.810797950733;0;0.802782924883;0;0.803806051671;0;0.805288193853;0;0.806392186999;0;0.801811164852;0;0.800916790904;0;0.795878384888;0;0.793000246119;0;0.802411300681;0;0.806175031681;0;0.801751969252;0;0.805621415764;0;0.799266166204;0;0.806999553983;0;0.79619300976;0;0.805241387681;0;0.798571441208;0;
10;10;49;0.924664005492;0.95616676534;0.748971269421;0;0.753429959317;0;0.914607937907;22;0.913412210528;22;0.91165759356;17;0.729355187309;0;0.918398297237;22;0.911056914937;18;0.913772588179;19;0.743889515465;0;0.910528834775;17;0.911967611985;15;0.907821337312;16;0.726657952712;0;0.72535432885;0;0.724839599116;0;0.888849701857;17;0.893922553407;19;0.888821476365;15;0.888952504874;14;0.880287371701;15;0.878968261823;13;0.726999508854;0;0.722116884905;0;0.720519909589;0;0.890622731841;13;0.894085436222;15;0.887379903007;15;0.892010838626;15;0.882675600715;11;0.882535591073;12;
30;2;145;0.928594764198;0.934126870865;0.962255865094;0;0.960566132739;0;0.992284147575;87;0.992481258479;87;0.992685776971;91;0.937363568398;0;0.981840394023;72;0.980894821515;72;0.98800157848;84;0.960081879134;0;0.992279972228;89;0.989989884327;87;0.994511971136;90;0.938251654333;0;0.936368025336;0;0.934755849449;0;0.864054997955;0;0.860785549594;0;0.862763646375;0;0.867295901963;0;0.858585610502;0;0.862404448087;0;0.951864299452;0;0.950639963649;0;0.945677382805;0;0.97684510736;61;0.966571880123;54;0.97965189668;64;0.966441615227;49;0.970364999522;55;0.974896634959;57;
30;5;149;0.925871900382;0.940238219717;0.84390510134;0;0.844109033738;0;0.794023564308;0;0.793160469726;0;0.796006659026;0;0.826531516369;0;0.782358319667;0;0.78386856188;0;0.78542506008;0;0.856718789885;0;0.783627908626;0;0.794475056199;0;0.785169596962;0;0.824863102062;0;0.830018108698;0;0.824545030095;0;0.781763988012;0;0.782005141794;0;0.777796132827;0;0.782254319273;0;0.779964409174;0;0.777227472697;0;0.827152438834;0;0.8242818159;0;0.826543291531;0;0.790569253711;0;0.791257941035;0;0.788517775205;0;0.792755022935;0;0.78980735616;0;0.791931869685;0;
30;10;149;0.924413079938;0.943782295817;0.749593358851;0;0.748444739731;0;0.825761494793;0;0.825739465579;0;0.826968341819;0;0.728376408176;0;0.83551692173;0;0.833334870638;0;0.83398124748;0;0.7456276374;0;0.822751555657;0;0.829033111273;0;0.822034004607;0;0.724192836902;0;0.72307307316;0;0.730963976291;0;0.789976286796;0;0.790751138727;0;0.782789644659;0;0.788855852929;0;0.783856469125;0;0.78537425226;0;0.723141774297;0;0.721021284203;0;0.724710189656;0;0.796220011602;0;0.795323036209;0;0.798283262062;0;0.793369218653;0;0.795377311373;0;0.793650056437;0;
100;2;482;0.929302500019;0.932785215635;0.971189989961;0;0.971153141042;0;1.0;100;1.0;100;1.0;100;0.948089086164;0;0.997249586897;95;0.994803976189;89;1.0;100;0.973059731215;0;1.0;100;0.999447552622;98;1.0;100;0.944858479933;0;0.943495970011;0;0.944057558433;0;0.843770186642;0;0.847202271083;0;0.842116268582;0;0.851265852759;0;0.844519110793;0;0.845678511982;0;0.9674797614;0;0.968009584069;0;0.956171718208;0;0.991714601022;81;0.990732625762;77;0.988070371207;74;0.984738465792;70;0.989103152452;82;0.991546055133;86;
100;5;496;0.925877917949;0.934069652049;0.867049135647;0;0.867123314528;0;0.809855629306;0;0.810952672792;0;0.809501887286;0;0.846353943038;0;0.79998989876;0;0.798369799134;0;0.80306856412;0;0.882429217267;0;0.801361044738;0;0.811719373137;0;0.800277340847;0;0.845258688986;0;0.847269731215;0;0.845129198562;0;0.787227088474;0;0.789621624096;0;0.789538172882;0;0.78955929421;0;0.791314695748;0;0.791779620121;0;0.852748348667;0;0.852734827957;0;0.850098546997;0;0.802754226232;0;0.802417514338;0;0.802121651567;0;0.802435966096;0;0.802999528799;0;0.803260729737;0;
100;10;501;0.924635007541;0.935767341568;0.771822224157;0;0.769507297907;0;0.769212784359;0;0.76908599845;0;0.768748649684;0;0.739647851202;0;0.763219922055;0;0.763632163995;0;0.761288697256;0;0.770717183245;0;0.766022846534;0;0.767945496643;0;0.767290204097;0;0.742360186988;0;0.742331805245;0;0.741236385067;0;0.743380656597;0;0.744671375655;0;0.744339225211;0;0.744395732922;0;0.743961810374;0;0.746351664649;0;0.740471852684;0;0.741365546795;0;0.74006527692;0;0.753956569655;0;0.753200067899;0;0.753892567276;0;0.75214107662;0;0.751422005113;0;0.751618457519;0;
